asin,day,rank,reviews_total
B0DEMO0015,117,738,428
B0DEMO0015,118,730,434
B0DEMO0015,119,675,439
B0DEMO0016,0,1867,2
B0DEMO0016,1,1800,5
B0DEMO0016,2,1994,8
B0DEMO0016,3,1902,10
B0DEMO0016,4,1861,12
B0DEMO0016,5,1956,14
B0DEMO0016,6,1871,16
B0DEMO0016,7,1845,17
B0DEMO0016,8,1541,20
B0DEMO0016,9,1922,22
B0DEMO0016,10,2201,24
B0DEMO0016,11,1921,25
B0DEMO0016,12,1632,27
B0DEMO0016,13,1682,30
B0DEMO0016,14,1626,33
B0DEMO0016,15,1617,35
B0DEMO0016,16,1717,38
B0DEMO0016,17,2042,40
B0DEMO0016,18,1724,42
B0DEMO0016,19,1748,44
B0DEMO0016,20,1710,46
B0DEMO0016,21,1587,48
B0DEMO0016,22,1902,50
B0DEMO0016,23,1677,52
B0DEMO0016,24,1727,55
B0DEMO0016,25,1620,56
B0DEMO0016,26,1557,60
B0DEMO0016,27,1635,63
B0DEMO0016,28,1505,66
B0DEMO0016,29,1882,68
B0DEMO0016,30,1572,70
B0DEMO0016,31,1522,73
B0DEMO0016,32,1521,75
B0DEMO0016,33,1921,76
B0DEMO0016,34,1474,79
B0DEMO0016,35,1469,83
B0DEMO0016,36,1367,86
B0DEMO0016,37,1458,89
B0DEMO0016,38,1484,91
B0DEMO0016,39,1457,93
B0DEMO0016,40,1440,95
B0DEMO0016,41,1549,97
B0DEMO0016,42,1305,100
B0DEMO0016,43,1257,103
B0DEMO0016,44,1432,106
B0DEMO0016,45,1449,109
B0DEMO0016,46,1487,111
B0DEMO0016,47,1317,114
B0DEMO0016,48,1388,118
B0DEMO0016,49,1308,122
B0DEMO0016,50,1336,124
B0DEMO0016,51,1511,126
B0DEMO0016,52,1446,130
B0DEMO0016,53,1320,133
B0DEMO0016,54,1302,137
B0DEMO0016,55,1157,140
B0DEMO0016,56,1148,143
B0DEMO0016,57,1239,146
B0DEMO0016,58,1191,149
B0DEMO0016,59,1361,152
B0DEMO0016,60,1187,155
B0DEMO0016,61,1228,159
B0DEMO0016,62,1405,162
B0DEMO0016,63,1315,164
B0DEMO0016,64,1169,168
B0DEMO0016,65,1034,171
B0DEMO0016,66,1085,174
B0DEMO0016,67,1072,178
B0DEMO0016,68,1062,183
B0DEMO0016,69,1049,186
B0DEMO0016,70,1017,191
B0DEMO0016,71,929,196
B0DEMO0016,72,1102,200
B0DEMO0016,73,1209,204
B0DEMO0016,74,1139,209
B0DEMO0016,75,936,214
B0DEMO0016,76,886,219
B0DEMO0016,77,1065,223
B0DEMO0016,78,1110,228
B0DEMO0016,79,1039,231
B0DEMO0016,80,1106,233
B0DEMO0016,81,984,236
B0DEMO0016,82,986,241
B0DEMO0016,83,955,246
B0DEMO0016,84,964,250
B0DEMO0016,85,983,253
B0DEMO0016,86,1055,257
B0DEMO0016,87,974,262
B0DEMO0016,88,972,267
B0DEMO0016,89,861,273
B0DEMO0016,90,825,276
B0DEMO0016,91,906,280
B0DEMO0016,92,850,284
B0DEMO0016,93,937,287
B0DEMO0016,94,870,290
B0DEMO0016,95,863,294
B0DEMO0016,96,848,300
B0DEMO0016,97,823,307
B0DEMO0016,98,841,313
B0DEMO0016,99,816,318
B0DEMO0016,100,868,322
B0DEMO0016,101,777,325
B0DEMO0016,102,769,331
B0DEMO0016,103,816,336
B0DEMO0016,104,779,343
B0DEMO0016,105,732,347
B0DEMO0016,106,777,353
B0DEMO0016,107,960,358
B0DEMO0016,108,716,362
B0DEMO0016,109,881,367
B0DEMO0016,110,831,371
B0DEMO0016,111,799,375
B0DEMO0016,112,809,379
B0DEMO0016,113,897,384
B0DEMO0016,114,822,389
B0DEMO0016,115,676,396
B0DEMO0016,116,759,401
B0DEMO0016,117,873,407
B0DEMO0016,118,745,414
B0DEMO0016,119,918,417
B0DEMO0017,0,870,0
B0DEMO0017,1,1010,1
B0DEMO0017,2,810,3
B0DEMO0017,3,845,3
B0DEMO0017,4,841,5
B0DEMO0017,5,940,6
B0DEMO0017,6,771,7
B0DEMO0017,7,817,9
B0DEMO0017,8,945,10
B0DEMO0017,9,923,11
B0DEMO0017,10,952,12
B0DEMO0017,11,894,13
B0DEMO0017,12,801,14
B0DEMO0017,13,986,15
B0DEMO0017,14,842,16
B0DEMO0017,15,1029,18
B0DEMO0017,16,926,19
B0DEMO0017,17,918,20
B0DEMO0017,18,988,21
B0DEMO0017,19,879,22
B0DEMO0017,20,948,23
B0DEMO0017,21,1036,24
B0DEMO0017,22,938,25
B0DEMO0017,23,996,26
B0DEMO0017,24,1017,27
B0DEMO0017,25,1055,28
B0DEMO0017,26,1017,29
B0DEMO0017,27,876,30
B0DEMO0017,28,923,32
B0DEMO0017,29,1025,33
B0DEMO0017,30,1090,34
B0DEMO0017,31,1084,34
B0DEMO0017,32,908,35
B0DEMO0017,33,1031,36
B0DEMO0017,34,975,38
B0DEMO0017,35,966,39
B0DEMO0017,36,1042,40
B0DEMO0017,37,1093,41
B0DEMO0017,38,1019,42
B0DEMO0017,39,1040,42
B0DEMO0017,40,908,43
B0DEMO0017,41,1068,44
B0DEMO0017,42,1124,45
B0DEMO0017,43,1144,47
B0DEMO0017,44,1209,47
B0DEMO0017,45,1070,48
B0DEMO0017,46,948,49
B0DEMO0017,47,1282,50
B0DEMO0017,48,1033,51
B0DEMO0017,49,1023,52
B0DEMO0017,50,1146,53
B0DEMO0017,51,1019,54
B0DEMO0017,52,1256,54
B0DEMO0017,53,1180,55
B0DEMO0017,54,1130,56
B0DEMO0017,55,1157,57
B0DEMO0017,56,1168,58
B0DEMO0017,57,1254,59
B0DEMO0017,58,1211,60
B0DEMO0017,59,1300,61
B0DEMO0017,60,1138,62
B0DEMO0017,61,1208,63
B0DEMO0017,62,1218,63
B0DEMO0017,63,1231,64
B0DEMO0017,64,1411,65
B0DEMO0017,65,1490,66
B0DEMO0017,66,1488,66
B0DEMO0017,67,1298,67
B0DEMO0017,68,1479,68
B0DEMO0017,69,1436,68
B0DEMO0017,70,1416,69
B0DEMO0017,71,1430,69
B0DEMO0017,72,1200,70
B0DEMO0017,73,1404,71
B0DEMO0017,74,1368,72
B0DEMO0017,75,1277,73
B0DEMO0017,76,1420,74
B0DEMO0017,77,1444,74
B0DEMO0017,78,1641,75
B0DEMO0017,79,1422,76
B0DEMO0017,80,1639,76
B0DEMO0017,81,1437,77
B0DEMO0017,82,1552,78
B0DEMO0017,83,1509,78
B0DEMO0017,84,1436,79
B0DEMO0017,85,1373,79
B0DEMO0017,86,1593,80
B0DEMO0017,87,1609,81
B0DEMO0017,88,1814,81
B0DEMO0017,89,1560,82
B0DEMO0017,90,1525,82
B0DEMO0017,91,1715,83
B0DEMO0017,92,1819,83
B0DEMO0017,93,1537,84
B0DEMO0017,94,1423,85
B0DEMO0017,95,1842,85
B0DEMO0017,96,1490,86
B0DEMO0017,97,1744,86
B0DEMO0017,98,1585,87
B0DEMO0017,99,1950,87
B0DEMO0017,100,1982,88
B0DEMO0017,101,1612,89
B0DEMO0017,102,1634,89
B0DEMO0017,103,1701,90
B0DEMO0017,104,1769,91
B0DEMO0017,105,2043,91
B0DEMO0017,106,1841,92
B0DEMO0017,107,1764,92
B0DEMO0017,108,1660,93
B0DEMO0017,109,1705,94
B0DEMO0017,110,1811,94
B0DEMO0017,111,1831,95
B0DEMO0017,112,1819,95
B0DEMO0017,113,1806,96
B0DEMO0017,114,1659,96
B0DEMO0017,115,1804,97
B0DEMO0017,116,1762,98
B0DEMO0017,117,1904,98
B0DEMO0017,118,1884,98
B0DEMO0017,119,1697,99
B0DEMO0018,0,583,1
B0DEMO0018,1,633,3
B0DEMO0018,2,603,5
B0DEMO0018,3,645,6
B0DEMO0018,4,600,8
B0DEMO0018,5,561,9
B0DEMO0018,6,572,11
B0DEMO0018,7,544,13
B0DEMO0018,8,580,15
B0DEMO0018,9,618,16
B0DEMO0018,10,594,19
B0DEMO0018,11,679,21
B0DEMO0018,12,610,23
B0DEMO0018,13,553,25
B0DEMO0018,14,597,27
B0DEMO0018,15,572,28
B0DEMO0018,16,714,29
B0DEMO0018,17,662,31
B0DEMO0018,18,601,32
B0DEMO0018,19,610,34
B0DEMO0018,20,697,35
B0DEMO0018,21,528,37
B0DEMO0018,22,652,39
B0DEMO0018,23,590,40
B0DEMO0018,24,591,42
B0DEMO0018,25,746,43
B0DEMO0018,26,695,45
B0DEMO0018,27,604,46
B0DEMO0018,28,649,47
B0DEMO0018,29,694,49
B0DEMO0018,30,672,51
B0DEMO0018,31,611,53
B0DEMO0018,32,610,54
B0DEMO0018,33,743,55
B0DEMO0018,34,741,56
B0DEMO0018,35,751,58
B0DEMO0018,36,598,60
B0DEMO0018,37,780,61
B0DEMO0018,38,776,62
B0DEMO0018,39,741,63
B0DEMO0018,40,806,64
B0DEMO0018,41,671,66
B0DEMO0018,42,725,67
B0DEMO0018,43,771,68
B0DEMO0018,44,720,69
B0DEMO0018,45,774,71
B0DEMO0018,46,890,72
B0DEMO0018,47,804,73
B0DEMO0018,48,787,75
B0DEMO0018,49,839,77
B0DEMO0018,50,747,78
B0DEMO0018,51,946,79
B0DEMO0018,52,869,80
B0DEMO0018,53,909,81
B0DEMO0018,54,848,83
B0DEMO0018,55,1075,84
B0DEMO0018,56,866,85
B0DEMO0018,57,941,86
B0DEMO0018,58,847,87
B0DEMO0018,59,960,89
B0DEMO0018,60,936,90
B0DEMO0018,61,877,91
B0DEMO0018,62,893,92
B0DEMO0018,63,1021,93
B0DEMO0018,64,804,94
B0DEMO0018,65,903,95
B0DEMO0018,66,950,96
B0DEMO0018,67,890,97
B0DEMO0018,68,1004,97
B0DEMO0018,69,905,98
B0DEMO0018,70,911,100
B0DEMO0018,71,1013,100
B0DEMO0018,72,1134,101
B0DEMO0018,73,1253,102
B0DEMO0018,74,1100,103
B0DEMO0018,75,1023,104
B0DEMO0018,76,1231,105
B0DEMO0018,77,1151,106
B0DEMO0018,78,1296,107
B0DEMO0018,79,1329,108
B0DEMO0018,80,1107,109
B0DEMO0018,81,1113,110
B0DEMO0018,82,1166,111
B0DEMO0018,83,1330,111
B0DEMO0018,84,1234,112
B0DEMO0018,85,1461,113
B0DEMO0018,86,1305,113
B0DEMO0018,87,1286,114
B0DEMO0018,88,1322,115
B0DEMO0018,89,1360,116
B0DEMO0018,90,1303,117
B0DEMO0018,91,1538,117
B0DEMO0018,92,1485,118
B0DEMO0018,93,1448,119
B0DEMO0018,94,1348,119
B0DEMO0018,95,1472,120
B0DEMO0018,96,1200,121
B0DEMO0018,97,1317,122
B0DEMO0018,98,1334,123
B0DEMO0018,99,1506,123
B0DEMO0018,100,1318,124
B0DEMO0018,101,1570,124
B0DEMO0018,102,1320,125
B0DEMO0018,103,1352,125
B0DEMO0018,104,1368,126
B0DEMO0018,105,1345,127
B0DEMO0018,106,1564,127
B0DEMO0018,107,1460,128
B0DEMO0018,108,1415,129
B0DEMO0018,109,1616,129
B0DEMO0018,110,1510,130
B0DEMO0018,111,1371,131
B0DEMO0018,112,1652,131
B0DEMO0018,113,1583,132
B0DEMO0018,114,1239,133
B0DEMO0018,115,1578,133
B0DEMO0018,116,1632,134
B0DEMO0018,117,1390,134
B0DEMO0018,118,1632,135
B0DEMO0018,119,1459,135
B0DEMO0019,0,747,1
B0DEMO0019,1,890,2
B0DEMO0019,2,841,3
B0DEMO0019,3,820,4
B0DEMO0019,4,816,5
B0DEMO0019,5,781,6
B0DEMO0019,6,811,8
B0DEMO0019,7,888,8
B0DEMO0019,8,782,10
B0DEMO0019,9,812,11
B0DEMO0019,10,867,13
B0DEMO0019,11,798,15
B0DEMO0019,12,823,16
B0DEMO0019,13,841,17
B0DEMO0019,14,949,18
B0DEMO0019,15,824,19
B0DEMO0019,16,717,21
B0DEMO0019,17,979,23
B0DEMO0019,18,856,24
B0DEMO0019,19,1108,25
B0DEMO0019,20,896,26
B0DEMO0019,21,979,27
B0DEMO0019,22,959,28
B0DEMO0019,23,934,29
B0DEMO0019,24,898,30
B0DEMO0019,25,955,31
B0DEMO0019,26,1068,32
B0DEMO0019,27,856,33
B0DEMO0019,28,968,34
B0DEMO0019,29,1012,34
B0DEMO0019,30,911,35
B0DEMO0019,31,832,37
B0DEMO0019,32,991,38
B0DEMO0019,33,996,39
B0DEMO0019,34,920,40
B0DEMO0019,35,1020,41
B0DEMO0019,36,1070,42
B0DEMO0019,37,1001,44
B0DEMO0019,38,1029,45
B0DEMO0019,39,970,46
B0DEMO0019,40,975,47
B0DEMO0019,41,1001,48
B0DEMO0019,42,1034,49
B0DEMO0019,43,915,50
B0DEMO0019,44,974,51
B0DEMO0019,45,1069,52
B0DEMO0019,46,1153,53
B0DEMO0019,47,1027,54
B0DEMO0019,48,1012,55
B0DEMO0019,49,953,56
B0DEMO0019,50,1164,58
B0DEMO0019,51,1218,58
B0DEMO0019,52,1098,60
B0DEMO0019,53,1216,61
B0DEMO0019,54,1086,62
B0DEMO0019,55,1055,63
B0DEMO0019,56,1299,64
B0DEMO0019,57,1120,64
B0DEMO0019,58,1243,65
B0DEMO0019,59,1203,66
B0DEMO0019,60,1249,67
B0DEMO0019,61,1293,67
B0DEMO0019,62,1293,68
B0DEMO0019,63,1287,69
B0DEMO0019,64,1175,70
B0DEMO0019,65,1358,71
B0DEMO0019,66,1193,71
B0DEMO0019,67,1188,72
B0DEMO0019,68,1407,72
B0DEMO0019,69,1182,73
B0DEMO0019,70,1398,73
B0DEMO0019,71,1320,74
B0DEMO0019,72,1305,75
B0DEMO0019,73,1252,76
B0DEMO0019,74,1514,77
B0DEMO0019,75,1395,77
B0DEMO0019,76,1243,78
B0DEMO0019,77,1327,79
B0DEMO0019,78,1252,80
B0DEMO0019,79,1408,81
B0DEMO0019,80,1318,82
B0DEMO0019,81,1395,83
B0DEMO0019,82,1225,83
B0DEMO0019,83,1492,84
B0DEMO0019,84,1280,85
B0DEMO0019,85,1338,85
B0DEMO0019,86,1558,86
B0DEMO0019,87,1619,87
B0DEMO0019,88,1303,87
B0DEMO0019,89,1583,88
B0DEMO0019,90,1397,88
B0DEMO0019,91,1497,89
B0DEMO0019,92,1566,90
B0DEMO0019,93,1413,90
B0DEMO0019,94,1535,91
B0DEMO0019,95,1332,91
B0DEMO0019,96,1495,92
B0DEMO0019,97,1509,93
B0DEMO0019,98,1518,93
B0DEMO0019,99,1531,94
B0DEMO0019,100,1958,95
B0DEMO0019,101,1760,95
B0DEMO0019,102,1666,96
B0DEMO0019,103,1562,96
B0DEMO0019,104,1555,97
B0DEMO0019,105,1458,98
B0DEMO0019,106,1719,98
B0DEMO0019,107,1755,99
B0DEMO0019,108,1572,100
B0DEMO0019,109,1738,101
B0DEMO0019,110,1848,101
B0DEMO0019,111,1798,102
B0DEMO0019,112,2021,102
B0DEMO0019,113,1777,103
B0DEMO0019,114,1706,104
B0DEMO0019,115,1725,104
B0DEMO0019,116,1766,105
B0DEMO0019,117,1753,106
B0DEMO0019,118,1900,106
B0DEMO0019,119,1737,107
B0DEMO0020,0,715,1
B0DEMO0020,1,695,2
B0DEMO0020,2,639,3
B0DEMO0020,3,569,5
B0DEMO0020,4,830,6
B0DEMO0020,5,711,7
B0DEMO0020,6,707,9
B0DEMO0020,7,719,11
B0DEMO0020,8,644,13
B0DEMO0020,9,778,14
B0DEMO0020,10,769,15
B0DEMO0020,11,783,16
B0DEMO0020,12,650,18
B0DEMO0020,13,759,19
B0DEMO0020,14,703,20
B0DEMO0020,15,736,21
B0DEMO0020,16,703,23
B0DEMO0020,17,795,24
B0DEMO0020,18,727,26
B0DEMO0020,19,671,27
B0DEMO0020,20,728,28
B0DEMO0020,21,776,30
B0DEMO0020,22,714,31
B0DEMO0020,23,831,33
B0DEMO0020,24,609,35
B0DEMO0020,25,713,36
B0DEMO0020,26,749,38
B0DEMO0020,27,793,39
B0DEMO0020,28,798,41
B0DEMO0020,29,882,42
B0DEMO0020,30,783,42
B0DEMO0020,31,747,44
B0DEMO0020,32,882,45
B0DEMO0020,33,880,46
B0DEMO0020,34,812,48
B0DEMO0020,35,881,48
B0DEMO0020,36,800,49
B0DEMO0020,37,948,50
B0DEMO0020,38,873,52
B0DEMO0020,39,834,53
B0DEMO0020,40,809,54
B0DEMO0020,41,1004,55
B0DEMO0020,42,931,57
B0DEMO0020,43,814,58
B0DEMO0020,44,771,60
B0DEMO0020,45,984,60
B0DEMO0020,46,941,61
B0DEMO0020,47,1058,62
B0DEMO0020,48,1017,63
B0DEMO0020,49,1063,64
B0DEMO0020,50,1078,65
B0DEMO0020,51,1040,66
B0DEMO0020,52,986,67
B0DEMO0020,53,1107,68
B0DEMO0020,54,1094,69
B0DEMO0020,55,1139,69
B0DEMO0020,56,1001,70
B0DEMO0020,57,1104,71
B0DEMO0020,58,1062,72
B0DEMO0020,59,982,73
B0DEMO0020,60,985,74
B0DEMO0020,61,1081,75
B0DEMO0020,62,1074,76
B0DEMO0020,63,1029,77
B0DEMO0020,64,966,78
B0DEMO0020,65,1066,78
B0DEMO0020,66,1005,79
B0DEMO0020,67,1091,80
B0DEMO0020,68,1288,81
B0DEMO0020,69,1143,82
B0DEMO0020,70,1116,83
B0DEMO0020,71,1094,84
B0DEMO0020,72,1281,85
B0DEMO0020,73,1129,86
B0DEMO0020,74,1201,86
B0DEMO0020,75,1248,87
B0DEMO0020,76,1270,88
B0DEMO0020,77,1388,89
B0DEMO0020,78,1230,90
B0DEMO0020,79,1372,90
B0DEMO0020,80,1302,91
B0DEMO0020,81,1263,92
B0DEMO0020,82,1208,93
B0DEMO0020,83,1174,94
B0DEMO0020,84,1394,95
B0DEMO0020,85,1266,96
B0DEMO0020,86,1398,97
B0DEMO0020,87,1394,97
B0DEMO0020,88,1428,98
B0DEMO0020,89,1287,99
B0DEMO0020,90,1502,100
B0DEMO0020,91,1359,101
B0DEMO0020,92,1326,102
B0DEMO0020,93,1178,102
B0DEMO0020,94,1260,103
B0DEMO0020,95,1426,103
B0DEMO0020,96,1485,104
B0DEMO0020,97,1468,105
B0DEMO0020,98,1587,106
B0DEMO0020,99,1413,106
B0DEMO0020,100,1443,107
B0DEMO0020,101,1426,108
B0DEMO0020,102,1556,108
B0DEMO0020,103,1425,109
B0DEMO0020,104,1295,110
B0DEMO0020,105,1496,111
B0DEMO0020,106,1680,111
B0DEMO0020,107,1515,112
B0DEMO0020,108,1438,113
B0DEMO0020,109,1587,114
B0DEMO0020,110,1882,114
B0DEMO0020,111,1503,115
B0DEMO0020,112,1508,115
B0DEMO0020,113,1561,116
B0DEMO0020,114,1515,117
B0DEMO0020,115,1648,118
B0DEMO0020,116,1945,118
B0DEMO0020,117,1525,119
B0DEMO0020,118,1833,119
B0DEMO0020,119,1427,120
B0DEMO0021,0,534,1
B0DEMO0021,1,661,2
B0DEMO0021,2,718,3
B0DEMO0021,3,569,6
B0DEMO0021,4,669,7
B0DEMO0021,5,656,8
B0DEMO0021,6,586,10
B0DEMO0021,7,572,12
B0DEMO0021,8,678,13
B0DEMO0021,9,711,14
B0DEMO0021,10,708,15
B0DEMO0021,11,684,17
B0DEMO0021,12,627,18
B0DEMO0021,13,627,20
B0DEMO0021,14,623,21
B0DEMO0021,15,572,23
B0DEMO0021,16,725,25
B0DEMO0021,17,641,27
B0DEMO0021,18,692,28
B0DEMO0021,19,717,30
B0DEMO0021,20,693,32
B0DEMO0021,21,673,33
B0DEMO0021,22,615,35
B0DEMO0021,23,772,36
B0DEMO0021,24,696,37
B0DEMO0021,25,654,38
B0DEMO0021,26,742,39
B0DEMO0021,27,765,41
B0DEMO0021,28,737,42
B0DEMO0021,29,710,44
B0DEMO0021,30,682,46
B0DEMO0021,31,575,48
B0DEMO0021,32,700,49
B0DEMO0021,33,749,50
B0DEMO0021,34,845,52
B0DEMO0021,35,640,53
B0DEMO0021,36,834,55
B0DEMO0021,37,735,55
B0DEMO0021,38,811,57
B0DEMO0021,39,749,58
B0DEMO0021,40,648,60
B0DEMO0021,41,756,62
B0DEMO0021,42,707,62
B0DEMO0021,43,723,63
B0DEMO0021,44,792,65
B0DEMO0021,45,874,66
B0DEMO0021,46,723,67
B0DEMO0021,47,811,69
B0DEMO0021,48,792,70
B0DEMO0021,49,800,71
B0DEMO0021,50,850,72
B0DEMO0021,51,783,73
B0DEMO0021,52,744,74
B0DEMO0021,53,747,75
B0DEMO0021,54,849,77
B0DEMO0021,55,888,78
B0DEMO0021,56,914,79
B0DEMO0021,57,881,80
B0DEMO0021,58,878,81
B0DEMO0021,59,888,82
B0DEMO0021,60,801,84
B0DEMO0021,61,844,85
B0DEMO0021,62,881,86
B0DEMO0021,63,931,87
B0DEMO0021,64,1110,88
B0DEMO0021,65,1080,88
B0DEMO0021,66,959,89
B0DEMO0021,67,988,90
B0DEMO0021,68,882,91
B0DEMO0021,69,855,92
B0DEMO0021,70,873,94
B0DEMO0021,71,923,95
B0DEMO0021,72,1108,95
B0DEMO0021,73,954,96
B0DEMO0021,74,975,98
B0DEMO0021,75,1013,99
B0DEMO0021,76,1013,100
B0DEMO0021,77,944,101
B0DEMO0021,78,1148,101
B0DEMO0021,79,940,103
B0DEMO0021,80,1044,104
B0DEMO0021,81,894,105
B0DEMO0021,82,1141,106
B0DEMO0021,83,1097,107
B0DEMO0021,84,1194,107
B0DEMO0021,85,1198,108
B0DEMO0021,86,1038,109
B0DEMO0021,87,1169,110
B0DEMO0021,88,1110,110
B0DEMO0021,89,1162,112
B0DEMO0021,90,1222,113
B0DEMO0021,91,1158,113
B0DEMO0021,92,1237,114
B0DEMO0021,93,1114,115
B0DEMO0021,94,1266,116
B0DEMO0021,95,1221,117
B0DEMO0021,96,1026,118
B0DEMO0021,97,1058,119
B0DEMO0021,98,1133,120
B0DEMO0021,99,1074,120
B0DEMO0021,100,1213,121
B0DEMO0021,101,1117,122
B0DEMO0021,102,1068,123
B0DEMO0021,103,1126,124
B0DEMO0021,104,1313,125
B0DEMO0021,105,1137,125
B0DEMO0021,106,1052,126
B0DEMO0021,107,1205,127
B0DEMO0021,108,1042,128
B0DEMO0021,109,1211,129
B0DEMO0021,110,1265,129
B0DEMO0021,111,1168,130
B0DEMO0021,112,1200,131
B0DEMO0021,113,1282,132
B0DEMO0021,114,1303,133
B0DEMO0021,115,1298,134
B0DEMO0021,116,1270,135
B0DEMO0021,117,1080,135
B0DEMO0021,118,1261,136
B0DEMO0021,119,1362,137
B0DEMO0022,0,773,1
B0DEMO0022,1,735,2
B0DEMO0022,2,768,4
B0DEMO0022,3,748,5
B0DEMO0022,4,685,7
B0DEMO0022,5,611,8
B0DEMO0022,6,662,9
B0DEMO0022,7,659,10
B0DEMO0022,8,673,12
B0DEMO0022,9,742,13
B0DEMO0022,10,706,15
B0DEMO0022,11,761,16
B0DEMO0022,12,734,17
B0DEMO0022,13,631,19
B0DEMO0022,14,859,20
B0DEMO0022,15,800,21
B0DEMO0022,16,744,22
B0DEMO0022,17,667,23
B0DEMO0022,18,836,25
B0DEMO0022,19,806,26
B0DEMO0022,20,739,28
B0DEMO0022,21,725,29
B0DEMO0022,22,722,30
B0DEMO0022,23,842,31
B0DEMO0022,24,767,33
B0DEMO0022,25,698,35
B0DEMO0022,26,800,36
B0DEMO0022,27,759,38
B0DEMO0022,28,813,39
B0DEMO0022,29,749,41
B0DEMO0022,30,757,42
B0DEMO0022,31,817,44
B0DEMO0022,32,841,45
B0DEMO0022,33,767,46
B0DEMO0022,34,837,47
B0DEMO0022,35,761,48
B0DEMO0022,36,785,49
B0DEMO0022,37,815,50
B0DEMO0022,38,877,52
B0DEMO0022,39,874,53
B0DEMO0022,40,859,54
B0DEMO0022,41,790,55
B0DEMO0022,42,789,56
B0DEMO0022,43,919,57
B0DEMO0022,44,783,58
B0DEMO0022,45,852,59
B0DEMO0022,46,853,60
B0DEMO0022,47,835,62
B0DEMO0022,48,847,63
B0DEMO0022,49,869,64
B0DEMO0022,50,859,65
B0DEMO0022,51,968,67
B0DEMO0022,52,852,68
B0DEMO0022,53,874,69
B0DEMO0022,54,910,70
B0DEMO0022,55,959,71
B0DEMO0022,56,894,73
B0DEMO0022,57,930,73
B0DEMO0022,58,964,75
B0DEMO0022,59,1059,76
B0DEMO0022,60,772,77
B0DEMO0022,61,1047,78
B0DEMO0022,62,898,79
B0DEMO0022,63,938,80
B0DEMO0022,64,957,82
B0DEMO0022,65,936,83
B0DEMO0022,66,926,84
B0DEMO0022,67,886,85
B0DEMO0022,68,965,86
B0DEMO0022,69,868,87
B0DEMO0022,70,1099,88
B0DEMO0022,71,1096,89
B0DEMO0022,72,1011,90
B0DEMO0022,73,1068,91
B0DEMO0022,74,976,92
B0DEMO0022,75,1072,93
B0DEMO0022,76,964,94
B0DEMO0022,77,1127,95
B0DEMO0022,78,1023,96
B0DEMO0022,79,973,97
B0DEMO0022,80,1114,98
B0DEMO0022,81,1020,99
B0DEMO0022,82,1075,100
B0DEMO0022,83,1076,101
B0DEMO0022,84,1117,102
B0DEMO0022,85,1162,103
B0DEMO0022,86,996,104
B0DEMO0022,87,1055,104
B0DEMO0022,88,1189,105
B0DEMO0022,89,1004,106
B0DEMO0022,90,1092,106
B0DEMO0022,91,1067,108
B0DEMO0022,92,1123,108
B0DEMO0022,93,1292,109
B0DEMO0022,94,1108,110
B0DEMO0022,95,1192,111
B0DEMO0022,96,1235,112
B0DEMO0022,97,1127,113
B0DEMO0022,98,1227,114
B0DEMO0022,99,1061,115
B0DEMO0022,100,1409,116
B0DEMO0022,101,1094,116
B0DEMO0022,102,1162,117
B0DEMO0022,103,1015,118
B0DEMO0022,104,1347,119
B0DEMO0022,105,1208,119
B0DEMO0022,106,1133,120
B0DEMO0022,107,1149,121
B0DEMO0022,108,1341,122
B0DEMO0022,109,1080,123
B0DEMO0022,110,1443,124
B0DEMO0022,111,1317,125
B0DEMO0022,112,1239,126
B0DEMO0022,113,1236,127
B0DEMO0022,114,1007,128
B0DEMO0022,115,1142,129
B0DEMO0022,116,1304,129
B0DEMO0022,117,1293,130
B0DEMO0022,118,1349,131
B0DEMO0022,119,1262,132
B0DEMO0023,0,1200,0
B0DEMO0023,1,1236,1
B0DEMO0023,2,1105,2
B0DEMO0023,3,1306,3
B0DEMO0023,4,1153,4
B0DEMO0023,5,1042,5
B0DEMO0023,6,1049,6
B0DEMO0023,7,1251,7
B0DEMO0023,8,1097,8
B0DEMO0023,9,1153,9
B0DEMO0023,10,1153,10
B0DEMO0023,11,1131,10
B0DEMO0023,12,1233,11
B0DEMO0023,13,1094,12
B0DEMO0023,14,1039,13
B0DEMO0023,15,942,14
B0DEMO0023,16,1119,15
B0DEMO0023,17,1104,15
B0DEMO0023,18,1241,16
B0DEMO0023,19,1060,17
B0DEMO0023,20,1214,18
B0DEMO0023,21,1089,19
B0DEMO0023,22,1276,20
B0DEMO0023,23,1025,21
B0DEMO0023,24,1070,22
B0DEMO0023,25,1162,23
B0DEMO0023,26,1207,23
B0DEMO0023,27,1170,24
B0DEMO0023,28,979,25
B0DEMO0023,29,1184,26
B0DEMO0023,30,1080,27
B0DEMO0023,31,945,28
B0DEMO0023,32,1026,29
B0DEMO0023,33,1039,30
B0DEMO0023,34,998,31
B0DEMO0023,35,1176,32
B0DEMO0023,36,1101,33
B0DEMO0023,37,1151,33
B0DEMO0023,38,975,34
B0DEMO0023,39,911,35
B0DEMO0023,40,1075,36
B0DEMO0023,41,1034,37
B0DEMO0023,42,1100,38
B0DEMO0023,43,1078,39
B0DEMO0023,44,1030,40
B0DEMO0023,45,1079,41
B0DEMO0023,46,1014,42
B0DEMO0023,47,1019,43
B0DEMO0023,48,1169,44
B0DEMO0023,49,1101,45
B0DEMO0023,50,908,46
B0DEMO0023,51,866,47
B0DEMO0023,52,1090,48
B0DEMO0023,53,940,49
B0DEMO0023,54,958,50
