shop,domain,source_type,status,page,rank,title,brand,is_henkel,price,url
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,60,Syoss Conditioner Deep Intense Color (250 ml),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-conditioner-deep-intense-color-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,61,Bee Honest Conditioner olijf & propolis (250 ml),,False,,https://www.koopjesdrogisterij.nl/bee-honest-conditioner-olijf-and-propolis-250ml-857508.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,62,Urtekram Rozen spray conditioner (250 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-rozen-spray-conditioner-250ml-902781.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,63,Guhl Rijke voeding conditioner (200 ml),Guhl,False,,https://www.koopjesdrogisterij.nl/guhl-rijke-voeding-conditioner-200ml-798531.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,64,Urtekram Conditioner kamille (180 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-conditioner-kamille-180ml-909093.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,65,Poly Palette Haarverf - 100 Extra Lichtblond (1 set),Poly Palette,True,,https://www.koopjesdrogisterij.nl/poly-palette-haarverf-100-extra-licht-blond-1set-857677.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,66,L'Oréal Paris Elvive Leave In Cream Dream Length (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/loreal-elvive-no-haircut-dream-lengths-200ml-dr7478.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,67,Bee Honest Conditioner calendula (250 ml),,False,,https://www.koopjesdrogisterij.nl/bee-honest-conditioner-calendula-250ml-857506.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,68,Faith In Nature Conditionergrapefruit (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-conditioner-grapefruit-400ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,69,Noughty Conditioner To The Rescue (250 ml),,False,,https://www.koopjesdrogisterij.nl/noughty-conditioner-to-the-rescue-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,70,Syoss Color 13-0 Ultra Plus Lightener (1 stuk),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-color-13-0-ultra-plus-lightener-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,71,Petal Fresh Conditioner aloe & citrus (475 ml),,False,,https://www.koopjesdrogisterij.nl/petal-fresh-conditioner-aloe-and-citrus-475ml-955695.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,72,Faith In Nature Conditioner Dragonfruit (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-conditioner-dragonfruit-400ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,3,73,Wella Boost It Volume Mousse (200 ml),Wella,False,,https://www.koopjesdrogisterij.nl/wella-boost-it-volume-mousse-200ml-716479.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,74,Schwarzkopf Conditioner anti klit (250 ml),Schwarzkopf,True,,https://www.koopjesdrogisterij.nl/schwarzkopf-conditioner-anti-klit-250ml-946357.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,75,L'Oréal Paris Elvive Conditioner Glycolic Gloss (150 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/elvive-conditioner-glycolic-gloss-150ml-283901.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,76,Gliss Kur Anti klit spray aqua revive (200 ml),Gliss Kur,True,,https://www.koopjesdrogisterij.nl/gliss-kur-anti-klit-spray-aqua-revive-200ml-293240.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,77,Urtekram Blown away wild lemongrass conditioner (180 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-blown-away-wild-lemongrass-conditioner-180ml-229165.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,78,Andrelon Shampoo Pro Nature Shea Sos Repair (400 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-shampoo-pro-nature-shea-sos-repair-400ml-281535.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,79,Noughty Conditioner Wave Hello (250 ml),,False,,https://www.koopjesdrogisterij.nl/noughty-conditioner-wave-hello-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,4,80,Guhl Blond Glans & Verzorging 2-in-1 Cremespoeling (200 ml),Guhl,False,,https://www.koopjesdrogisterij.nl/guhl-blond-glans-verzorging-2-in-1-cremespoeling-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,81,6x L'Oréal Paris Elvive Leave In Milk Extraordinary Oil Krulverzorging (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/6x-loreal-paris-elvive-leave-in-milk-extraordinary-oil-krulverzorging-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,82,Urtekram Conditioner soft wild rose (180 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-conditioner-soft-wild-rose-180ml-943413.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,83,Urtekram Conditioner spray aloe vera (250 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-conditioner-spray-aloe-vera-250ml-914131.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,84,Argan Oil Conditioner (300 ml),,False,,https://www.koopjesdrogisterij.nl/argan-oil-conditioner-300-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,85,Dr Organic Rose Otto Shampoo (265 ml),,False,,https://www.koopjesdrogisterij.nl/dr-organic-rose-otto-shampoo-265-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,86,Andrelon Conditioner Perfecte Puntjes (300 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-conditioner-perfecte-puntjes-300ml-913043.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,87,Herbatint 4R Koper Kastanje (170 ml),,False,,https://www.koopjesdrogisterij.nl/herbatint-4r-koper-kastanje-170-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,88,Cameleo Hair Color Cream 9.0 Natural Blond (1 stuk),,False,,https://www.koopjesdrogisterij.nl/cameleo-hair-color-cream-9-0-natural-blond-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,89,Faith In Nature Conditioner Avocado (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-conditioner-avocado-400ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,90,3x Dermolin Cremespoeling (200 ml),,False,,https://www.koopjesdrogisterij.nl/3x-dermolin-cremespoeling-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,91,Sence Coconut Conditioner Dry And Damaged Hair (400 ml),,False,,https://www.koopjesdrogisterij.nl/sence-coconut-conditioner-dry-and-damaged-hair-400-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,92,6x L'Oréal Paris Elvive Conditioner Hydra Hyaluronic Hydraterend (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/6x-loreal-paris-elvive-conditioner-hydra-hyaluronic-hydraterend-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,93,Xt Luis Once Gel Met Kam (100 ml),,False,,https://www.koopjesdrogisterij.nl/xt-luis-once-gel-met-kam-100ml-932117.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,94,Andrelon Conditioner Glans & Care (300 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-conditioner-glans-and-care-300ml-943456.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,95,Hairwonder Long lasting colour 4.03 mocha brown (100 ml),,False,,https://www.koopjesdrogisterij.nl/hennaplus-long-lasting-colour-403-mocha-brown-100ml-729859.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,96,Urtekram Shampoo aloe vera normaal haar (250 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-shampoo-aloe-vera-normaal-haar-250ml-961503.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,97,Urtekram Kinder shampoo calendula (250 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-kinder-shampoo-calendula-250ml-961504.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,98,Urtekram Nordic Berry Spray Conditioner Voor Normaal/Droog Haar (250 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/urtekram-nordic-berry-spray-conditioner-voor-normaal-droog-haar-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,99,Ogx Nourishing Coconut Milk Conditioner (385 ml),OGX,False,,https://www.koopjesdrogisterij.nl/ogx-nourishing-coconut-milk-conditioner-385-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,100,Bee Honest Shampoo cade & tijm (250 ml),,False,,https://www.koopjesdrogisterij.nl/bee-honest-shampoo-cade-and-tijm-250ml-857496.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,101,Faith In Nature Conditioner Wild Rose (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-conditioner-wild-rose-400ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,102,Faith in Nature Rosemary Stimulating Conditioner (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-rosemary-stimulating-conditioner-400-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,103,Andrelon Conditioner Stralend Blond Verhelderend (200 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-conditioner-stralend-blond-verhelderend-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,5,104,John Frieda Pro Filler+ Thickening Conditioner (250 ml),John Frieda,False,,https://www.koopjesdrogisterij.nl/john-frieda-pro-filler-thickening-conditioner-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,105,Palmers Hair Food Formula Pot (150 gr),,False,,https://www.koopjesdrogisterij.nl/palmers-hair-food-formula-pot-150g-694037.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,106,Naïf 2-in-1 Shampoo & conditioner kids (200 ml),,False,,https://www.koopjesdrogisterij.nl/naif-2-in-1-shampoo-and-conditioner-k-ids-200ml-949364.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,107,Poly Palette Vital Care - 8-50 Midden Goudblond (1 stuk),Poly Palette,True,,https://www.koopjesdrogisterij.nl/poly-palette-vc-8-50-midden-goudblond-1st.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,108,L'Oréal Paris Elvive Cremespoeling Extraordinary Oil Kokosolie (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/elvive-cremespoeling-extraordinary-oil-kokos-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,109,Cameleo Men Hair Color Cream 3.0 Dark Brown (1 stuk),,False,,https://www.koopjesdrogisterij.nl/cameleo-men-hair-color-cream-3-0-dark-brown-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,110,Sence Beauty Shampoo Coconut (400 ml),,False,,https://www.koopjesdrogisterij.nl/sence-beauty-shampoo-coconut-400-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,111,ShampooBars Condititioner Bar Mango-Papaja,,False,,https://www.koopjesdrogisterij.nl/shampoobars-condititioner-bar-mango-papaja.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,112,Andrelon Shampoo Pro Nature Volume Boost (400 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-shampoo-pro-nature-volume-boost-400ml-281533.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,113,L'Oréal Paris Elvive Conditioner Growth Factor (150 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/elvive-cremespoeling-1-fiber-booster-anti-haaruitval-150-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,114,6x Urtekram Conditioner aloe vera (180 ml),Urtekram,False,,https://www.koopjesdrogisterij.nl/6x-urtekram-conditioner-aloe-vera-180-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,115,L'Oréal Paris Elvive Masker Total Repair 5 (300 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/loreal-masker-total-repair-300ml-940036.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,116,Inecto Naturals Avocado conditioner (500 ml),,False,,https://www.koopjesdrogisterij.nl/inecto-naturals-avocado-conditioner-500ml-944287.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,117,Happysoaps Conditioner Bar Tender Rose (65 gr),,False,,https://www.koopjesdrogisterij.nl/happysoaps-conditioner-bar-tender-rose-65g-dn0813.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,118,Andrelon Shampoo Pro Nature Coco Curl Creation (400 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-shampoo-pro-nature-coco-curl-creation-400ml-281537.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,119,L'Oréal Paris Elvive Conditioner Hydra Hyaluronic Pure (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/elvive-cremespoeling-hyaluron-pure-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,120,Andrelon Shampoo Extra Glans (250 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/andrelon-shampoo-extra-glans-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,121,Olaplex Bond Maintenance Shampoo No.4 (250 ml),Olaplex,False,,https://www.koopjesdrogisterij.nl/olaplex-bond-maintenance-shampoo-no-4-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,122,John Frieda Go Blonder Lightening Shampoo (75 ml),John Frieda,False,,https://www.koopjesdrogisterij.nl/john-frieda-go-blonder-lightening-shampoo-75-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,123,John Frieda Dream Curls Conditioner (250 ml),John Frieda,False,,https://www.koopjesdrogisterij.nl/john-frieda-dream-curls-conditioner-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,124,Naturtint Hairfood quinoa masker (150 ml),,False,,https://www.koopjesdrogisterij.nl/naturtint-hairfood-quinoa-masker-150ml-dn1513.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,125,L'Oréal Paris Elvive Dream Lengths Wonder Water (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/elvive-wonderwater-dream-lengths-200ml-946771.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,126,30x Tena Shampoo cap (1 stuk),,False,,https://www.koopjesdrogisterij.nl/30x-tena-shampoo-cap-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,127,Toujours Trend Oxygen 20 Crème Peroxide 6% Vol (150 ml),,False,,https://www.koopjesdrogisterij.nl/toujours-trend-oxygen-20-creme-peroxide-6-vol-150-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,6,128,Syoss Intense Glaze Deep Caring Shampoo (440 ml),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-intense-glaze-deep-caring-shampoo-440-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,129,3x Bountiful Epsom zout (1000 gr),,False,,https://www.koopjesdrogisterij.nl/3x-bountiful-epsom-zout-1000-gr.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,130,6x Andrelon Conditioner Zilver Care Verzorgend (200 ml),Andrelon,False,,https://www.koopjesdrogisterij.nl/6x-andrelon-conditioner-zilver-care-verzorgend-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,131,Hask Argan oil repair 5-in-1000mleave in (175 ml),,False,,https://www.koopjesdrogisterij.nl/hask-argan-oil-repair-5-in-1-leave-in-175ml-934375.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,132,Poly Palette Haarverf - U71 Puur Zilvergrijs (1 stuk),Poly Palette,True,,https://www.koopjesdrogisterij.nl/poly-palette-palette-u71-silver-1st-dr2794.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,133,6x Marcel's Green Soap Conditioner Every Day Vanilla & Cherry Blossom (300 ml),,False,,https://www.koopjesdrogisterij.nl/6x-marcel-s-green-soap-conditioner-every-day-vanilla-cherry-blossom-300-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,134,Hask Conditioner Moist Deep Macadamia Oil (50 ml),,False,,https://www.koopjesdrogisterij.nl/hask-conditioner-moist-deep-macadamia-oil-50-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,135,Olaplex No.5 Fine Bond Maintenance Conditioner (250 ml),Olaplex,False,,https://www.koopjesdrogisterij.nl/olaplex-no-5-fine-bond-maintenance-conditioner-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,136,Toujours Trend Color 6.0 Dark Blonde Plus (100 ml),,False,,https://www.koopjesdrogisterij.nl/toujours-trend-color-6-0-dark-blonde-plus-100-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,137,Syoss Shampoo Anti-Dandruff (440 ml),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-shampoo-anti-dandruff-440-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,138,Attitude Conditioner Coconut Oil Curl Amplifying Type 2 (473 ml),,False,,https://www.koopjesdrogisterij.nl/attitude-conditioner-coconut-oil-curl-amplifying-type-2-473-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,139,Sante Intense Hydration Conditioner (150 ml),,False,,https://www.koopjesdrogisterij.nl/sante-intense-hydration-conditioner-150-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,140,6x Dermolin Cremespoeling (200 ml),,False,,https://www.koopjesdrogisterij.nl/6x-dermolin-cremespoeling-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,141,John Frieda Vibrant Shine 3-in-1 Shine Spray (150 ml),John Frieda,False,,https://www.koopjesdrogisterij.nl/john-frieda-vibrant-shine-3-in-1-shine-spray-150ml-946471.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,142,Ogx Thick A Full Biotin & Collagen Shampoo Bio (385 ml),OGX,False,,https://www.koopjesdrogisterij.nl/ogx-thick-a-full-biotin-and-collagen-shampoo-bio-385ml-897649.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,143,Hask Argan oil repair deep conditioner (50 ml),,False,,https://www.koopjesdrogisterij.nl/hask-argan-oil-repair-deep-conditioner-50ml-934372.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,144,Faith In Nature Conditioner Seaweed (400 ml),,False,,https://www.koopjesdrogisterij.nl/faith-in-nature-conditioner-seaweed-400ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,145,Palmers Conditioner Coconut Oil Formula Leave In (250 ml),,False,,https://www.koopjesdrogisterij.nl/palmers-conditioner-coconut-oil-formula-leave-in-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,146,6x L'Oréal Paris Elvive Cremespoeling Nutri Gloss (200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/6x-loreal-paris-elvive-cremespoeling-nutri-gloss-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,147,6x L'Oréal Paris Elvive Collagen Lifter Conditioner (6 x 200 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/6x-loreal-paris-elvive-collagen-lifter-conditioner-6-x-200-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,148,6x Syoss Shampoo Anti-Dandruff (440 ml),Syoss,True,,https://www.koopjesdrogisterij.nl/6x-syoss-shampoo-anti-dandruff-440-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,149,Surya Brasil Color fixation conditioner (250 ml),,False,,https://www.koopjesdrogisterij.nl/surya-brasil-color-fixation-conditioner-250ml-908925.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,150,Syoss Color Baseline 3-8 Donker Goud (1 set),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-color-baseline-3-8-donker-goud-1set-838627.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,151,John Frieda Sheer Blonde Conditioner Highlight Activating (250 ml),John Frieda,False,,https://www.koopjesdrogisterij.nl/john-frieda-sheer-blonde-conditioner-highlight-activating-250ml-943516.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,7,152,Happysoaps Conditioner Bar Melon Power (65 gr),,False,,https://www.koopjesdrogisterij.nl/happysoaps-conditioner-bar-melon-power-65g-dn0810.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,153,Attitude Little Leaves Anti-Klit Haarspray Watermeloen & Kokos (240 ml),,False,,https://www.koopjesdrogisterij.nl/attitude-little-leaves-anti-klit-haarspray-watermeloen-and-kokos-240ml-dn6405.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,154,Syoss Color 8-11 Poederblond (1 stuk),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-color-8-11-poederblond-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,155,Herbatint 5M Licht Acajou Kastanje (170 ml),,False,,https://www.koopjesdrogisterij.nl/herbatint-5m-licht-acajou-kastanje-170-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,156,Tangle Teezer Borstel Gold (1 stuk),,False,,https://www.koopjesdrogisterij.nl/tangle-teezer-borstel-gold-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,157,Living Proof Perfect Hair Day Dry Shampoo (90 ml),,False,,https://www.koopjesdrogisterij.nl/living-proof-perfect-hair-day-dry-shampoo-90-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,158,Urban Care No.1 Bond Plex Restore Repair Pre-wash Hair Mask (50 ml),,False,,https://www.koopjesdrogisterij.nl/urban-care-no-1-bond-plex-restore-repair-pre-wash-hair-mask-50-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,159,L'Oréal Paris Elvive Masker Extraordinary Oil Dry Hair (300 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/loreal-haarmasker-extraordinary-oil-300ml-848922.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,160,Palmers Coconut oil formula moisturegro pot (1 stuk),,False,,https://www.koopjesdrogisterij.nl/palmers-coconut-oil-formula-moisture-gro-pot-1st-830300.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,161,Garnier Loving Blends Shampoo Voedende Rijke Argan (300 ml),Loving Blends,False,,https://www.koopjesdrogisterij.nl/garnier-loving-blends-cremespoeling-rijke-argan-300-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,162,Tangle Teezer Borstel Lavendel Mini (1 stuk),,False,,https://www.koopjesdrogisterij.nl/tangle-teezer-borstel-lavendel-mini-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,163,Tangle Teezer Borstel Apricot Mini (1 stuk),,False,,https://www.koopjesdrogisterij.nl/tangle-teezer-borstel-apricot-mini-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,164,Hask Blonde Care Conditioner Purple Toning (355 ml),,False,,https://www.koopjesdrogisterij.nl/hask-blonde-care-conditioner-purple-toning-355-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,165,Foamie Shampoo Concentrate Moisture (80 gr),,False,,https://www.koopjesdrogisterij.nl/foamie-shampoo-concentrate-moisture-80-gr.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,166,Dr Organic Virgin Coconut Oil Conditioner (265 ml),,False,,https://www.koopjesdrogisterij.nl/dr-organic-virgin-coconut-oil-conditioner-265-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,167,Dr Organic Tea Tree Conditioner (265 ml),,False,,https://www.koopjesdrogisterij.nl/dr-organic-tea-tree-conditioner-265-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,168,Flora & Curl Rose Water Cream Conditioner (300 ml),,False,,https://www.koopjesdrogisterij.nl/flora-curl-rose-water-cream-conditioner-300-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,169,6x L'Oréal Paris Elvive Conditioner Full Resist Power (250 ml),L'Oréal,False,,https://www.koopjesdrogisterij.nl/6x-loreal-paris-elvive-conditioner-full-resist-power-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,170,Syoss Intense Glaze Deep Conditioner (250 ml),Syoss,True,,https://www.koopjesdrogisterij.nl/syoss-intense-glaze-deep-conditioner-250-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,171,Attitude Shampoo Shea Butter Curl Ultra Nourishing Type 4 (473 ml),,False,,https://www.koopjesdrogisterij.nl/attitude-shampoo-shea-butter-curl-ultra-nourishing-type-4-473-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,172,Douce Nature Shampoo Arganolie Voedend (350 ml),,False,,https://www.koopjesdrogisterij.nl/douce-nature-shampoo-arganolie-voedend-350-ml.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,173,Lamazuna Getaway Travel Tin Round (1 stuk),,False,,https://www.koopjesdrogisterij.nl/lamazuna-getaway-travel-tin-round-1-stuk.html
KoopjesDrogisterij,koopjesdrogisterij.nl,jina_paginated,ok,8,174,New Nordic Hair Volume Conditioner (250 ml),,False,,https://www.koopjesdrogisterij.nl/new-nordic-hair-volume-conditioner-250-ml-2.html
